2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	2531.492676	
2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	2521.339355	
2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	2549.326172	
2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	2376.342529	
2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	2430.749023	
2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	2637.822021	
2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	2719.627197	
2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	2453.302002	
2933.558105	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	2740.273193	
2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	2594.180420	
